protein	pdb/af50m	empty	best_ann	annotation_found	low_information
1278224118	af50m	False	Uncharacterized protein	False	False
1278224178	af50m	True	NA	NA	NA
114796435	af50m	True	NA	NA	NA
2289974872	af50m	True	NA	NA	NA
2028284400	af50m	False	DUF5664 domain-containing protein	False	True
1834462436	af50m	False	GntR family transcriptional regulator	True	False
17313248	af50m	False	Uncharacterized protein	False	False
1834462715	af50m	False	Uncharacterized protein	False	False
1834462965	af50m	False	Uncharacterized protein	False	False
1834463029	af50m	False	Possible DNA-dependent RNA polymerase	True	True
164609308	af50m	True	NA	NA	NA
1834463174	af50m	False	AP2/ERF domain-containing protein	True	False
1278226427	af50m	True	NA	NA	NA
1038266610	af50m	True	NA	NA	NA
2449456501	af50m	False	Uncharacterized protein	False	False
2296131915	af50m	True	NA	NA	NA
2296132015	af50m	True	NA	NA	NA
2296132055	af50m	True	NA	NA	NA
2333487603	af50m	False	Uncharacterized protein	False	False
1585558030	af50m	False	Uncharacterized protein	False	False
2296132181	af50m	False	Pterin-binding domain-containing protein	True	False
334738009	af50m	True	NA	NA	NA
334738052	af50m	True	NA	NA	NA
2296132284	af50m	False	Uncharacterized protein	False	False
334738120	af50m	True	NA	NA	NA
1386682474	af50m	False	Uncharacterized protein	False	False
334738189	af50m	False	Uncharacterized protein	False	False
334738236	af50m	True	NA	NA	NA
334738280	af50m	False	RNA_ligase domain-containing protein	True	False
2296132460	af50m	True	NA	NA	NA
334738319	af50m	False	GIY-YIG domain-containing protein	True	False
1832334225	af50m	True	NA	NA	NA
334738358	af50m	True	NA	NA	NA
2296132619	af50m	True	NA	NA	NA
223556777	af50m	True	NA	NA	NA
33338602	af50m	False	Ead/Ea22-like family protein	True	False
2441065738	af50m	True	NA	NA	NA
2296132875	af50m	False	Capsid protein	True	False
2441065858	af50m	False	Uncharacterized protein	False	False
529282591	af50m	True	NA	NA	NA
529282659	af50m	True	NA	NA	NA
1899050622	af50m	False	FAD-dependent thymidylate synthase	True	False
1899050664	af50m	False	Macro domain-containing protein	True	False
529282738	af50m	True	NA	NA	NA
2306488030	af50m	True	NA	NA	NA
1585559298	af50m	False	Tail length tape measure protein	True	False
529282823	af50m	True	NA	NA	NA
1899050811	af50m	False	Putative coiled-coil protein SlyX	True	False
1899050851	af50m	False	dUTP diphosphatase	True	False
1899050961	af50m	False	Uncharacterized protein	False	False
1899051006	af50m	False	Phage protein, HK97 gp10 family	True	False
1899051042	af50m	True	NA	NA	NA
371767330	af50m	False	Uncharacterized protein	False	False
2449455302	af50m	False	Phage coat protein	True	False
1613838785	af50m	False	Replicative primase/helicase	True	True
2306488813	af50m	True	NA	NA	NA
2289973851	af50m	False	Putative metallo-dependent phosphatase	True	False
8895117	af50m	False	ArabFuran-catal domain-containing protein	True	True
148912820	af50m	False	Uncharacterized protein	False	False
2289974438	af50m	False	Uncharacterized protein	False	False
2449456341	af50m	False	Phage tail protein	True	True
164609247	af50m	True	NA	NA	NA
2449456396	af50m	True	NA	NA	NA
2449456453	af50m	True	NA	NA	NA
164609358	af50m	False	Uncharacterized protein	False	False
2289974604	af50m	False	Protein RecA	True	False
164609423	af50m	False	Uncharacterized protein	False	False
2449456569	af50m	False	Uncharacterized protein	False	False
164609497	af50m	True	NA	NA	NA
2449456641	af50m	True	NA	NA	NA
164609546	af50m	True	NA	NA	NA
2449456708	af50m	True	NA	NA	NA
164609601	af50m	True	NA	NA	NA
164609652	af50m	True	NA	NA	NA
1024212699	af50m	False	Internal virion protein A	True	False
2164965092	af50m	False	Peptidase_S78_2 domain-containing protein	True	False
1278230281	af50m	False	Uncharacterized protein	False	False
2057486140	af50m	False	Uncharacterized protein	False	False
1278230376	af50m	False	Uncharacterized protein	False	False
1585561602	af50m	True	NA	NA	NA
1585561767	af50m	False	Uncharacterized protein	False	False
82657899	af50m	True	NA	NA	NA
82657938	af50m	False	Ice nucleation protein	True	False
1825588012	af50m	False	53EXOc domain-containing protein	True	False
1938473843	af50m	False	Lon protease-like protein	True	False
1825588091	af50m	True	NA	NA	NA
2512470918	af50m	False	RNA_lig_T4_1 domain-containing protein	True	False
1606665153	af50m	True	NA	NA	NA
359842917	af50m	True	NA	NA	NA
359842961	af50m	False	Uncharacterized protein	False	False
259048659	af50m	False	Phage tail protein	True	False
359843040	af50m	True	NA	NA	NA
359843088	af50m	True	NA	NA	NA
359843153	af50m	False	Ribonuclease H	True	False
1585563217	af50m	False	ERF superfamily protein	True	False
1825589096	af50m	False	62kDa structural protein	True	True
1003341892	af50m	False	ArsR family transcriptional regulator	True	False
1003341941	af50m	False	Recombinase RecT	True	False
1003341949	af50m	False	Pectate_lyase_3 domain-containing protein	True	False
952977551	af50m	True	NA	NA	NA
1595689432	af50m	False	Uncharacterized protein	False	False
2416396852	af50m	False	Structural protein	True	False
1735346766	af50m	False	Putative Bacteriophage large tail fiber protein	True	False
1735346969	af50m	False	Phosphoribosyl-ATP pyrophosphohydrolase	True	False
1015794551	af50m	False	TAF domain-containing protein	True	False
1789807626	af50m	False	HNHc domain-containing protein	True	False
1774636141	af50m	True	NA	NA	NA
2095861093	af50m	False	Serine protease	True	False
2095861153	af50m	False	RNA_ligase domain-containing protein	True	False
1789808053	af50m	True	NA	NA	NA
2095861235	af50m	False	Uncharacterized protein	False	False
1825590799	af50m	True	NA	NA	NA
1735347744	af50m	True	NA	NA	NA
1735347832	af50m	True	NA	NA	NA
1446203040	af50m	False	HNH endonuclease	True	False
2220674954	af50m	True	NA	NA	NA
1776603087	af50m	True	NA	NA	NA
1776603230	af50m	True	NA	NA	NA
1776603275	af50m	False	Uncharacterized protein	False	False
1776603329	af50m	True	NA	NA	NA
294998961	af50m	False	AP2 domain-containing protein	True	False
2079970328	af50m	True	NA	NA	NA
2079970598	af50m	False	Helicase ATP-binding domain-containing protein	True	False
394778509	af50m	False	Uncharacterized protein	False	False
2079971324	af50m	True	NA	NA	NA
936761474	af50m	False	Uncharacterized protein	False	False
936761595	af50m	False	ATPase	True	False
936761695	af50m	False	Phosphotransferase family protein	True	False
1384045086	af50m	False	Uncharacterized protein	False	False
1384045106	af50m	True	NA	NA	NA
1384045199	af50m	True	NA	NA	NA
1356683981	af50m	False	CMP/dCMP-type deaminase domain-containing protein	True	True
2287984001	af50m	False	Uncharacterized protein	False	False
18996750	af50m	True	NA	NA	NA
1595039303	af50m	True	NA	NA	NA
1625841231	af50m	False	Trimeric autotransporter adhesin	True	True
1625841345	af50m	False	C2H2-type domain-containing protein	True	False
9625372	af50m	True	NA	NA	NA
271277969	af50m	True	NA	NA	NA
1428087070	af50m	False	Macro domain-containing protein	True	False
2177196469	af50m	True	NA	NA	NA
2095866665	af50m	False	Uncharacterized protein	False	False
1565778897	af50m	False	UvrD_C_2 domain-containing protein	True	False
1447715991	af50m	False	Helicase	True	False
291464466	af50m	False	Uncharacterized protein	False	False
2095867196	af50m	False	Uncharacterized protein	False	False
431809997	af50m	True	NA	NA	NA
2189059850	af50m	True	NA	NA	NA
1021470879	af50m	True	NA	NA	NA
1585637554	af50m	False	Uncharacterized protein	False	False
2476107955	af50m	True	NA	NA	NA
1585637619	af50m	False	Phage tail protein	True	False
315418976	af50m	False	Phage uncharacterized protein (Putative large terminase), C-terminal domain-containing protein	True	False
1971775898	af50m	False	TnsA-like heteromeric transposase endonuclease subunit	True	True
2177952656	af50m	False	Uncharacterized protein	False	False
571272466	af50m	False	HNH endonuclease	True	False
1995959712	af50m	False	Uncharacterized protein	False	False
2476109600	af50m	False	Uncharacterized protein	False	False
1021472597	af50m	False	LAGLIDADG_2 domain-containing protein	True	False
1021472732	af50m	False	Phage tail assembly chaperone	True	False
1900769329	af50m	True	NA	NA	NA
2476109902	af50m	True	NA	NA	NA
2209083476	af50m	True	NA	NA	NA
2209083519	af50m	True	NA	NA	NA
2419093684	af50m	False	RecA-family ATPase-like protein	True	True
2086990008	af50m	False	Uncharacterized protein	False	False
2419093732	af50m	False	Uncharacterized protein DUF4128	False	True
2476110153	af50m	True	NA	NA	NA
2419093853	af50m	True	NA	NA	NA
2209084149	af50m	True	NA	NA	NA
1736635415	af50m	False	Uncharacterized protein	False	False
1955689533	af50m	False	Uncharacterized protein	False	False
1736635496	af50m	False	6-carboxy-5,6,7,8-tetrahydropterin synthase	True	False
1736635550	af50m	True	NA	NA	NA
1635513535	af50m	False	Uncharacterized protein	False	False
1736635635	af50m	True	NA	NA	NA
1736635727	af50m	True	NA	NA	NA
2162914889	af50m	False	ATP-binding protein	True	False
2395567959	af50m	False	Head-tail adaptor protein	True	False
2395568004	af50m	False	Uncharacterized protein	False	False
1608087520	af50m	False	Uncharacterized protein	False	False
2162915330	af50m	False	Virus tail fibre assembly protein, lambda gpK	True	False
1608087594	af50m	True	NA	NA	NA
2569304229	af50m	False	Uncharacterized protein	False	False
525334718	af50m	False	RyR domain-containing protein	True	False
817035471	af50m	True	NA	NA	NA
988346578	af50m	False	Uncharacterized protein	False	False
1608087768	af50m	True	NA	NA	NA
2569304291	af50m	False	10 kDa chaperonin	True	False
1608087814	af50m	True	NA	NA	NA
2569304386	af50m	True	NA	NA	NA
2569304479	af50m	False	Uncharacterized protein	False	False
2569304554	af50m	False	Bacteriophage T4-like capsid assembly protein (Gp20)	True	False
1278278313	af50m	True	NA	NA	NA
169409342	af50m	False	Uncharacterized protein	False	False
1009089419	af50m	False	PF11681 family protein	True	True
2190146474	af50m	False	Minor capsid protein	True	False
2190146543	af50m	True	NA	NA	NA
2190146602	af50m	True	NA	NA	NA
1009089778	af50m	True	NA	NA	NA
2162916740	af50m	False	Uncharacterized protein	False	False
2080079553	af50m	False	Uncharacterized protein	False	False
2080079626	af50m	False	Penicillin-binding protein-related factor A, putative recombinase	True	False
2080079726	af50m	False	Uncharacterized protein	False	False
2045509495	af50m	False	Cadherin-like domain-containing protein	True	True
2214231988	af50m	False	DUF2591 family protein	False	True
2080079804	af50m	False	Uncharacterized protein	False	False
1045463340	af50m	False	DNA-directed RNA polymerase	True	False
1321075209	af50m	False	BppU_N domain-containing protein	True	False
1338671668	af50m	False	Ribosomal protein S18 acetylase RimI	True	False
1321075279	af50m	False	Uncharacterized protein	False	False
1321075283	af50m	True	NA	NA	NA
937263698	af50m	False	Trimeric autotransporter adhesin	True	False
937263710	af50m	True	NA	NA	NA
1925874525	af50m	True	NA	NA	NA
1696892004	af50m	True	NA	NA	NA
2196309257	af50m	False	Norphogenetic protein	True	False
2196309294	af50m	True	NA	NA	NA
409994678	af50m	False	Putative structural protein	True	False
968066739	af50m	False	Uncharacterized protein	False	False
1930266431	af50m	False	LYZ2 domain-containing protein	True	False
2552399714	af50m	False	Baseplate_J domain-containing protein	True	False
1930266488	af50m	False	NTP pyrophosphatase (Non-canonical NTP hydrolase)	True	False
387155844	af50m	True	NA	NA	NA
968067062	af50m	False	Virus tail fiber assembly protein lambda gpK	True	False
1870366882	af50m	True	NA	NA	NA
2468022653	af50m	False	Phage integrase family protein	True	False
2468022660	af50m	False	Mtd_N domain-containing protein	True	True
2468022702	af50m	False	Uncharacterized protein	False	False
147917330	af50m	True	NA	NA	NA
424512799	af50m	True	NA	NA	NA
2258079450	af50m	True	NA	NA	NA
2492010700	af50m	True	NA	NA	NA
2492010711	af50m	False	Internal virion protein C	True	False
2127008226	af50m	False	L-lysine 2,3-aminomutase	True	False
1336447811	af50m	False	Uncharacterized protein	False	False
1336447953	af50m	True	NA	NA	NA
1336447963	af50m	False	Uncharacterized protein	False	False
2162922766	af50m	True	NA	NA	NA
1209836366	af50m	True	NA	NA	NA
1199937615	af50m	True	NA	NA	NA
1033017460	af50m	False	Uncharacterized protein	False	False
1199937668	af50m	True	NA	NA	NA
1199937740	af50m	True	NA	NA	NA
585865427	af50m	False	Uncharacterized protein	False	False
1199937810	af50m	False	Uncharacterized protein	False	False
1199937867	af50m	True	NA	NA	NA
1199937927	af50m	False	ClpXP protease specificity-enhancing factor	True	False
1199937992	af50m	True	NA	NA	NA
1808210416	af50m	False	CMP deaminase	True	False
1899050621	af50m	False	Uncharacterized protein	False	False
1199938089	af50m	False	Transposase-like protein	True	False
1808210524	af50m	False	Uncharacterized protein	False	False
1199938153	af50m	False	PAPS_reduct domain-containing protein	True	False
1199938189	af50m	True	NA	NA	NA
1829640854	af50m	True	NA	NA	NA
1199938245	af50m	True	NA	NA	NA
1199938316	af50m	False	Uncharacterized protein	False	False
1199938362	af50m	False	DSPc domain-containing protein	True	False
1199938403	af50m	True	NA	NA	NA
1199938446	af50m	True	NA	NA	NA
2220662005	af50m	False	MazG domain-containing protein	True	False
2220662068	af50m	False	GatB/YqeY domain-containing protein	True	False
1896095089	af50m	True	NA	NA	NA
2220662138	af50m	False	Uncharacterized protein	False	False
2220662198	af50m	True	NA	NA	NA
1352801849	af50m	True	NA	NA	NA
1026924273	af50m	False	Thiamine-phosphate pyrophosphorylase	True	False
1026924316	af50m	False	RNA polymerase subunit sigma	True	False
1026924359	af50m	False	Hydrolase_2 domain-containing protein	True	False
334738318	af50m	True	NA	NA	NA
1026924408	af50m	False	DNA primase	True	False
318054496	af50m	False	GntR family transcriptional regulator	True	False
318054507	af50m	True	NA	NA	NA
2494013602	af50m	False	Major capsid protein	True	False
2494013637	af50m	True	NA	NA	NA
2316771586	af50m	True	NA	NA	NA
2494013714	af50m	True	NA	NA	NA
713662757	af50m	False	Phage protein, HK97 gp10 family	True	False
2508693847	af50m	False	Uncharacterized protein	False	False
954540429	af50m	False	Uncharacterized protein	False	False
2494013845	af50m	False	Protein kinase	True	False
2494013962	af50m	False	Uncharacterized protein	False	False
1209836118	af50m	False	3-beta hydroxysteroid dehydrogenase isomerase family protein	True	False
1209836179	af50m	True	NA	NA	NA
1209836234	af50m	False	Nucleic acid binding OB-fold tRNA/helicase-type	True	False
1209836411	af50m	True	NA	NA	NA
2289974599	af50m	True	NA	NA	NA
1278223993	af50m	False	Uncharacterized protein	False	False
1278224048	af50m	True	NA	NA	NA
2289974733	af50m	False	Putative portal protein	True	False
1278224116	af50m	False	Uncharacterized protein	False	False
1278224177	af50m	True	NA	NA	NA
1691658319	af50m	False	Mu-like prophage protein gp16	True	False
2028284382	af50m	True	NA	NA	NA
2071734904	af50m	False	PrfA protein	True	False
2071734999	af50m	False	DNA-directed RNA polymerase	True	True
563784711	af50m	False	TrmB domain-containing protein	True	False
563784720	af50m	False	Uncharacterized protein	False	False
1834462432	af50m	True	NA	NA	NA
713665774	af50m	False	Sulfate transporter	True	False
17313233	af50m	False	Phage virion morphogenesis protein	True	False
17313241	af50m	False	Phage tail sheath protein	True	False
1834463028	af50m	False	DNA (cytosine-5-)-methyltransferase	True	False
164609304	af50m	True	NA	NA	NA
1845926028	af50m	True	NA	NA	NA
1834463137	af50m	False	Csm1_N domain-containing protein	True	True
164609349	af50m	True	NA	NA	NA
2296131729	af50m	True	NA	NA	NA
2296131860	af50m	False	53EXOc domain-containing protein	True	False
1682780538	af50m	False	Uncharacterized protein	False	False
2296131963	af50m	False	Toprim_N domain-containing protein	True	False
1682780582	af50m	False	Uncharacterized protein	False	False
2333487596	af50m	False	Uncharacterized protein	False	False
334737995	af50m	False	Uncharacterized protein	False	False
334738008	af50m	True	NA	NA	NA
2333487738	af50m	True	NA	NA	NA
334738046	af50m	False	Uncharacterized protein	False	False
334738050	af50m	False	Uncharacterized protein	False	False
2296132271	af50m	True	NA	NA	NA
334738114	af50m	True	NA	NA	NA
334738119	af50m	True	NA	NA	NA
334738180	af50m	False	Phage_base_V domain-containing protein	True	False
334738188	af50m	True	NA	NA	NA
334738227	af50m	True	NA	NA	NA
334738233	af50m	True	NA	NA	NA
334738272	af50m	True	NA	NA	NA
334738279	af50m	True	NA	NA	NA
334738313	af50m	True	NA	NA	NA
1585558430	af50m	False	Terminase	True	False
334738347	af50m	False	TYW3 domain-containing protein	True	False
334738357	af50m	True	NA	NA	NA
223556776	af50m	True	NA	NA	NA
2441065726	af50m	True	NA	NA	NA
1899050278	af50m	False	DNA_circ_N domain-containing protein	True	False
723006768	af50m	False	Uncharacterized protein	False	False
2441065853	af50m	False	Recombinase family protein	True	True
701904408	af50m	True	NA	NA	NA
529282590	af50m	True	NA	NA	NA
529282658	af50m	True	NA	NA	NA
1899050616	af50m	True	NA	NA	NA
1899050656	af50m	True	NA	NA	NA
345650852	af50m	False	AP2 domain-containing protein	True	False
1899050663	af50m	True	NA	NA	NA
529282736	af50m	True	NA	NA	NA
345650880	af50m	False	Uncharacterized protein	False	False
1899050692	af50m	False	AAA domain-containing protein	True	False
529282822	af50m	True	NA	NA	NA
1899050850	af50m	False	Head decoration protein	True	False
723007426	af50m	True	NA	NA	NA
1899050960	af50m	False	SGNH/GDSL hydrolase family protein	True	False
371767328	af50m	False	AP2 domain-containing protein	True	False
1585559601	af50m	True	NA	NA	NA
371767382	af50m	False	Uncharacterized protein	False	False
371767392	af50m	False	Methyltransferase	True	False
2289973830	af50m	False	Uncharacterized protein	False	False
2289973925	af50m	False	LAGLIDADG_2 domain-containing protein	True	False
2289974148	af50m	False	Tail protein	True	False
164609232	af50m	True	NA	NA	NA
2289974651	af50m	True	NA	NA	NA
164609416	af50m	True	NA	NA	NA
164609482	af50m	True	NA	NA	NA
164609542	af50m	True	NA	NA	NA
164609594	af50m	True	NA	NA	NA
164609648	af50m	False	Radical SAM enzyme, Cfr family protein	True	False
1024212691	af50m	False	Uncharacterized protein	False	False
1278230358	af50m	True	NA	NA	NA
1585561469	af50m	False	Uncharacterized protein	False	False
1278230446	af50m	False	Antitoxin HipB	True	True
1585561529	af50m	False	Phage_ABA_S domain-containing protein	True	False
1007009724	af50m	False	Phage T7 tail fibre protein	True	False
1007009813	af50m	False	Aminoacyl-tRNA hydrolase	True	False
1007009819	af50m	True	NA	NA	NA
1585561675	af50m	False	Uncharacterized protein	False	False
1269186771	af50m	True	NA	NA	NA
359842916	af50m	True	NA	NA	NA
359842959	af50m	False	Uncharacterized protein	False	False
359843030	af50m	True	NA	NA	NA
359843087	af50m	True	NA	NA	NA
359843152	af50m	True	NA	NA	NA
359843201	af50m	True	NA	NA	NA
2560280618	af50m	False	Deoxycytidylate deaminase	True	False
1003341883	af50m	True	NA	NA	NA
1003341932	af50m	False	Translational regulator CsrA	True	False
952977541	af50m	False	Trafficking protein particle complex 8	True	False
2416396471	af50m	True	NA	NA	NA
952977605	af50m	False	Tail tape measure protein	True	False
2416396847	af50m	False	Phage tail protein	True	True
2416396888	af50m	True	NA	NA	NA
1735346962	af50m	True	NA	NA	NA
1585564446	af50m	False	Phage Mu protein F like protein	True	False
1015794548	af50m	False	XRE family transcriptional regulator	True	False
1585564674	af50m	False	Phage FAD/FMN-containing dehydrogenase	True	True
1774636128	af50m	False	Uncharacterized protein	False	False
2416397631	af50m	False	Uncharacterized protein	False	False
1735347568	af50m	True	NA	NA	NA
2095861234	af50m	False	Uncharacterized protein	False	False
1735347868	af50m	True	NA	NA	NA
1735347909	af50m	True	NA	NA	NA
2220674941	af50m	False	Fe2OG dioxygenase domain-containing protein	True	False
1776603034	af50m	False	Uncharacterized protein	False	False
1776603126	af50m	True	NA	NA	NA
1776603216	af50m	True	NA	NA	NA
764006633	af50m	False	Proteasome subunit beta	True	False
2040222116	af50m	False	Peptidase M48, Ste24p	True	False
2040222335	af50m	True	NA	NA	NA
2040222486	af50m	True	NA	NA	NA
2116899648	af50m	False	Bacteriophage head to tail connecting protein	True	False
2040222609	af50m	True	NA	NA	NA
2040222868	af50m	True	NA	NA	NA
2040222876	af50m	True	NA	NA	NA
2079970593	af50m	True	NA	NA	NA
2079970948	af50m	True	NA	NA	NA
2111756366	af50m	False	Nmad5 domain-containing protein	True	False
936761473	af50m	False	Putative lipoprotein	True	False
936761592	af50m	False	Recombination protein U	True	False
401824188	af50m	False	Outer membrane protein assembly factor BamE, lipoprotein component of the BamABCDE complex	True	False
1384045082	af50m	False	Uncharacterized protein	False	False
1384045105	af50m	True	NA	NA	NA
846388406	af50m	False	ArsR family transcriptional regulator	True	True
2425642270	af50m	False	RNA_ligase domain-containing protein	True	False
2287983995	af50m	False	ISL3 family transposase	True	False
2425642375	af50m	False	Uncharacterized protein	False	False
2287984087	af50m	True	NA	NA	NA
271277968	af50m	True	NA	NA	NA
1428087069	af50m	True	NA	NA	NA
2177196463	af50m	False	Predicted phosphoesterase (MutT family)	True	False
2177196516	af50m	True	NA	NA	NA
290873871	af50m	False	FAD-dependent thymidylate synthase	True	False
1585635861	af50m	True	NA	NA	NA
1585635869	af50m	True	NA	NA	NA
1585635910	af50m	True	NA	NA	NA
1585635921	af50m	True	NA	NA	NA
1585635995	af50m	True	NA	NA	NA
1585635999	af50m	True	NA	NA	NA
1585636055	af50m	True	NA	NA	NA
1585636065	af50m	True	NA	NA	NA
1585636107	af50m	False	Uncharacterized protein	False	False
1585636112	af50m	True	NA	NA	NA
1585636161	af50m	True	NA	NA	NA
1585636165	af50m	True	NA	NA	NA
1585636209	af50m	True	NA	NA	NA
1585636213	af50m	True	NA	NA	NA
2019615830	af50m	False	Ribose-phosphate pyrophosphokinase	True	False
2019615837	af50m	False	Uncharacterized protein	False	False
2019615889	af50m	True	NA	NA	NA
1447715986	af50m	False	Nucleoside-diphosphate-sugar epimerase	True	False
2019615897	af50m	False	Uncharacterized protein	False	False
2019615940	af50m	False	Uncharacterized protein	False	False
2019615947	af50m	True	NA	NA	NA
2202952908	af50m	False	Uncharacterized protein	False	False
2019615990	af50m	False	DUF2829 domain-containing protein	False	True
2019615997	af50m	True	NA	NA	NA
2019616037	af50m	True	NA	NA	NA
2019616044	af50m	True	NA	NA	NA
2019616090	af50m	True	NA	NA	NA
2019616097	af50m	False	Predicted phosphoesterase (MutT family)	True	False
398255874	af50m	True	NA	NA	NA
2177952653	af50m	True	NA	NA	NA
820833648	af50m	False	Uncharacterized protein	False	False
1995959708	af50m	False	Phage tape measure protein	True	False
1021472725	af50m	False	Head decoration protein	True	False
1021472730	af50m	False	Intracellular protease/amidase	True	True
1900769313	af50m	False	DNA_circ_N domain-containing protein	True	False
1900769328	af50m	True	NA	NA	NA
1021472824	af50m	True	NA	NA	NA
2086989999	af50m	True	NA	NA	NA
2419093788	af50m	False	Putative structural phage protein	True	False
2476110139	af50m	True	NA	NA	NA
985788801	af50m	False	F5/8 type C domain-containing protein	True	False
2419093916	af50m	False	Putative phage protein (TIGR02218 family)	True	True
985788893	af50m	False	PG_binding_3 domain-containing protein	True	False
985788951	af50m	True	NA	NA	NA
985789010	af50m	True	NA	NA	NA
2209084143	af50m	False	Uncharacterized protein	False	False
2314662641	af50m	False	Putative nucleotide pyrophosphohydrolase domain-containing protein	True	False
1955689468	af50m	True	NA	NA	NA
1955689532	af50m	True	NA	NA	NA
1736635487	af50m	False	LamG domain-containing protein	True	False
1769043066	af50m	False	Peptidase S74 domain-containing protein	True	True
1769043125	af50m	False	PriA_3primeBD domain-containing protein	True	False
1736635617	af50m	True	NA	NA	NA
1269167549	af50m	False	PF11681 family protein	True	True
1269167554	af50m	False	DNA_circ_N domain-containing protein	True	False
2095936997	af50m	False	Toxic anion resistance	True	False
440923629	af50m	True	NA	NA	NA
1269167618	af50m	True	NA	NA	NA
1269167681	af50m	False	Phosphatase	True	False
1269167687	af50m	False	DNA_LIGASE_A3 domain-containing protein	True	False
2095937101	af50m	False	Toprim domain-containing protein	True	False
2095937291	af50m	True	NA	NA	NA
2395567997	af50m	False	Uncharacterized protein	False	False
2095937411	af50m	False	Phage tail protein	True	False
2095937420	af50m	False	Oligoribonuclease NrnB or cAMP/cGMP phosphodiesterase, DHH superfamily	True	True
2095937485	af50m	False	Putative prophage PSSB64-02, Orf18	True	False
1608087519	af50m	True	NA	NA	NA
1608087767	af50m	True	NA	NA	NA
1608087813	af50m	True	NA	NA	NA
732920335	af50m	True	NA	NA	NA
1321075215	af50m	True	NA	NA	NA
1278278309	af50m	False	Uncharacterized protein	False	False
2190146256	af50m	False	PolyA_pol domain-containing protein	True	False
2476866567	af50m	False	Putative endodeoxyribonuclease	True	False
2080079614	af50m	True	NA	NA	NA
2080079713	af50m	False	Chromatin elongation factor SPT5	True	False
2214231973	af50m	True	NA	NA	NA
2080079796	af50m	False	Head decoration protein	True	False
1045463339	af50m	False	Putative ATP-dependent DNA ligase from phage	True	False
1321075278	af50m	True	NA	NA	NA
937263697	af50m	True	NA	NA	NA
1696891921	af50m	True	NA	NA	NA
409994673	af50m	True	NA	NA	NA
2552399705	af50m	False	Prophage PSPPH06, putative tail tube protein	True	False
387155843	af50m	False	GGACT domain-containing protein	True	False
968067056	af50m	False	Phage protein D	True	False
1870366880	af50m	False	Uncharacterized protein	False	False
2468022651	af50m	False	DNA (cytosine-5-)-methyltransferase	True	False
2468022699	af50m	True	NA	NA	NA
590121738	af50m	True	NA	NA	NA
1908379277	af50m	True	NA	NA	NA
1908379338	af50m	False	Uncharacterized protein	False	False
383389563	af50m	False	KTSC domain-containing protein	True	False
383389619	af50m	False	IPT/TIG domain-containing protein	True	False
383389667	af50m	True	NA	NA	NA
383389719	af50m	True	NA	NA	NA
383389768	af50m	False	Uncharacterized protein	False	False
383389821	af50m	False	NADAR domain-containing protein	True	False
383389866	af50m	True	NA	NA	NA
2492010699	af50m	True	NA	NA	NA
383389914	af50m	False	Thiamine-phosphate pyrophosphorylase	True	False
56692969	af50m	False	Uncharacterized protein	False	False
2127008218	af50m	False	Discoidin domain-containing protein	True	False
1336447809	af50m	False	Single-stranded DNA-binding protein	True	True
1336447864	af50m	False	Uncharacterized protein	False	False
1336447937	af50m	False	Membrane protein	False	True
1336447950	af50m	False	Uncharacterized protein	False	False
2162922763	af50m	False	Tellurium resistance protein	True	False
1483609506	af50m	False	Uncharacterized protein	False	False
1882265376	af50m	True	NA	NA	NA
1199937606	af50m	True	NA	NA	NA
1033017454	af50m	True	NA	NA	NA
1199937663	af50m	True	NA	NA	NA
1845926021	af50m	True	NA	NA	NA
1199937730	af50m	True	NA	NA	NA
1199937801	af50m	False	DUF488 family protein	False	True
1199937859	af50m	True	NA	NA	NA
1199937919	af50m	True	NA	NA	NA
1199937983	af50m	True	NA	NA	NA
1808210411	af50m	False	HD domain-containing protein	True	False
1199938041	af50m	True	NA	NA	NA
1199938087	af50m	False	ERF superfamily protein	True	False
1199938147	af50m	True	NA	NA	NA
1199938184	af50m	False	Uncharacterized protein	False	False
1822268081	af50m	False	Uncharacterized protein	False	False
1199938241	af50m	True	NA	NA	NA
1199938308	af50m	False	Uncharacterized protein	False	False
1199938357	af50m	True	NA	NA	NA
1199938396	af50m	False	Uncharacterized protein	False	False
606215015	af50m	False	5-methylcytosine-specific restriction endonuclease McrA	True	False
1199938441	af50m	True	NA	NA	NA
1386683374	af50m	False	ParB domain-containing protein	True	False
2220661846	af50m	False	Baseplate_J domain-containing protein	True	False
2220661929	af50m	False	Uncharacterized protein	False	False
1896094931	af50m	True	NA	NA	NA
2220662004	af50m	False	Uncharacterized protein	False	False
1896095003	af50m	False	POLAc domain-containing protein	True	False
2220662067	af50m	False	Putative coiled-coil protein SlyX	True	False
2220662133	af50m	True	NA	NA	NA
2492013958	af50m	False	Phage nucleotide-binding protein	True	True
1896095142	af50m	True	NA	NA	NA
2220662196	af50m	True	NA	NA	NA
1026924266	af50m	False	Uncharacterized protein	False	False
1026924312	af50m	False	GIY-YIG domain-containing protein	True	False
1026924351	af50m	False	AAA domain-containing protein	True	False
713662290	af50m	True	NA	NA	NA
1026924402	af50m	False	Ribonucleoside-diphosphate reductase	True	False
1026924456	af50m	False	MBL fold metallo-hydrolase	True	False
198385606	af50m	False	Mu-like prophage protein gp46	True	False
713662515	af50m	True	NA	NA	NA
318054495	af50m	True	NA	NA	NA
2231640385	af50m	False	Metallophos domain-containing protein	True	False
